"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","pred_profit"
"1031",2559,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",71,4,2.6,0.8,210,63,"Poor","owner-occupied",51.589921,-0.035159,94,15,3,"blackhorse road","Thames Water",50700,"Waltham Forest","tube",1,0,1,0.459836,537000,501712.569585642,-0.0657121609205926
"1032",1351,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA4","E",125,6,6.8,1.7,308,76,"Average","owner-occupied",51.568814,-0.414907,119,41,6,"ruislip manor","Affinity Water",59800,"Hillingdon","tube",2,0,0,0.490906,696000,645750.343393211,-0.072197782481019
"1033",7064,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW2","D",266,9,13,7.8,223,130,"Average","rental (private)",51.441259,-0.112586,31,58,3,"tulse hill","Thames Water",55900,"Lambeth","rail",0,1,0,0.3939676,1283000,1736220.82760381,0.353250839909438
"1034",1636,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM14","F",61,4,5.8,2.7,731,338,"Average","owner-occupied",51.568584,0.266583,98,26,6,"upminster","Essex & Suffolk Water",48100,"Havering","tube",1,0,1,1.3155038,368000,292334.067547764,-0.205613946881077
"1035",8108,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA1","D",60.341,3,3.7,2.5,366,251,"Average","rental (private)",51.590211,-0.34171,80,60,5,"harrow and wealdstone","Affinity Water",56000,"Brent","tube",2,1,1,0.5741736,298000,318293.789428222,0.0680999645242364
"1036",15870,NA,NA,"T","N","F",NA,NA,NA,"EAST DULWICH",NA,NA,"SE22","E",113,7,4,2.2,172,89,"Good","owner-occupied",51.452324,-0.072449,95,42,2,"north dulwich","Thames Water",59400,"Southwark","rail",0,1,0,1.0166104,959000,1005579.18462529,0.0485705783371103
"1037",10155,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N22","D",88,4,3.1,2.6,202,169,"Good","owner-occupied",51.592337,-0.098303,169,21,3,"turnpike lane","Thames Water",47000,"Haringey","tube",1,0,0,0.323128,492000,513670.329941787,0.0440453860605423
"1038",10468,NA,NA,"S","N","F",NA,NA,NA,"BLACKHEATH",NA,NA,"SE3","D",187,6,6.4,3.8,196,114,"Average","owner-occupied",51.469803,0.022207,42,39,3,"kidbrooke","Thames Water",67800,"Greenwich","rail",0,1,0,0.6686264,1568000,1441473.57518906,-0.0806928729661576
"1039",6174,NA,NA,"F","N","L",NA,NA,NA,"SYDENHAM",NA,NA,"SE26","C",73,3,2.1,1.6,163,128,"Average","owner-occupied",51.428816,-0.06639,94,78,3,"sydenham","Thames Water",51700,"Lewisham","light_rail",0,1,1,0.6263712,298000,426560.666819276,0.431411633621731
"1040",10415,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW2","C",47,3,1.7,1.4,205,175,"Average","rental (social)",51.443994,-0.35435,114,19,5,"whitton","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,1.0352524,193000,281739.4137296,0.459789708443524
"1041",9168,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE16","D",68,4,3.4,2.7,285,224,"Average","rental (private)",51.498062,-0.052943,54,5,2,"canada water","Thames Water",50900,"Southwark","tube",1,0,1,0.2373748,349000,464058.766045162,0.329681278066366
"1042",4692,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","E",104,5,5.6,2.2,303,117,"Average","owner-occupied",51.389475,-0.200307,136,34,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.214383,455000,466145.160654571,0.0244948585814748
"1043",2596,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"CR2","C",93,5,2.3,0.8,144,52,"Good","owner-occupied",51.3457,-0.052559,60,124,3,"gravel hill","SES Water",54400,"Croydon","light_rail",0,0,1,1.1297052,456000,567189.086966528,0.24383571703186
"1044",13940,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN4","C",50,3,1.6,1.5,187,170,"Very Poor","rental (private)",51.656496,-0.160242,42,84,5,"cockfosters","Affinity Water",54900,"Barnet","tube",1,0,0,0.7730216,152000,252535.677742441,0.661418932516059
"1045",12549,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM11","E",136,7,7.2,3.4,278,132,"Good","owner-occupied",51.58713,0.226521,110,36,6,"harold wood","Essex & Suffolk Water",51900,"Havering","rail",0,1,0,0.8898448,476000,546505.603980229,0.148121016765188
"1046",1248,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E1","D",60,3,2.7,2.5,270,246,"Average","owner-occupied",51.514049,-0.054986,156,16,2,"shadwell","Thames Water",43200,"Tower Hamlets","light_rail",0,0,1,0.1951196,431000,423484.367034739,-0.0174376634924844
"1047",5171,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR1","D",49,3,2.2,1.3,259,149,"Average","owner-occupied",51.414168,0.012573,101,66,4,"sundridge park","Thames Water",56100,"Bromley","rail",0,1,0,0.462943,309000,292538.393423923,-0.0532738076895694
"1048",8784,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",60,3,3.4,3.3,335,326,"Average","owner-occupied",51.452742,-0.354827,56,16,5,"whitton","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.3653832,608000,409515.291449452,-0.326455112747611
"1049",1125,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM11","E",93,6,5.9,1.7,357,101,"Good","owner-occupied",51.563539,0.225672,44,29,6,"emerson park","Essex & Suffolk Water",43600,"Havering","light_rail",0,0,1,0.6512272,507000,368896.932988862,-0.272392637102837
"1050",11452,NA,NA,"F","N","L",NA,NA,NA,"CHINGFORD",NA,NA,"E4","D",56.08,3,3.4,2.9,362,313,"Average","rental (private)",51.628456,-0.003734,159,56,5,"chingford","Thames Water",55200,"Waltham Forest","light_rail",0,0,1,0.848211,319000,292931.326900945,-0.0817199783669433
"1051",8689,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",70,3,3.1,2.1,228,158,"Very Poor","owner-occupied",51.462802,-0.062737,74,24,2,"nunhead","Thames Water",45300,"Southwark","rail",0,1,0,0.6878898,537000,454108.862056631,-0.154359660974616
"1052",8778,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","C",108.84,4,2.6,2.3,124,112,"Average","owner-occupied",51.412601,-0.020022,25,47,4,"beckenham junction","Thames Water",60200,"Bromley","light_rail",0,2,1,0.3461198,466000,643268.199012548,0.380403860541948
"1053",13887,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA17","C",44.52,2,1.8,1.5,208,176,"Average","owner-occupied",51.485876,0.145996,71,52,5,"belvedere","Thames Water",45700,"Bexley","rail",0,1,0,0.692861,195000,221672.138042846,0.136780195091517
"1054",12299,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE9","C",58,3,1.7,1.5,170,145,"Good","owner-occupied",51.447505,0.037038,120,36,4,"mottingham","Thames Water",44500,"Greenwich","rail",0,1,0,0.9867832,284000,288945.491813141,0.0174137035673972
"1055",10395,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA17","D",67,4,3.7,0.9,285,67,"Poor","owner-occupied",51.490458,0.149136,76,15,5,"belvedere","Thames Water",45700,"Bexley","rail",0,1,0,0.3747042,284000,323079.56530311,0.137604103179964
"1056",14812,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM1","E",74,4,5.1,1.1,390,82,"Average","owner-occupied",51.596036,0.178444,52,31,6,"romford","Essex & Suffolk Water",49800,"Havering","light_rail",0,1,1,1.8033028,390000,349550.294128358,-0.103717194542671
"1057",4483,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",123,6,3.9,2.2,196,112,"Average","owner-occupied",51.420023,-0.174169,89,16,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.1454076,751000,877365.677308808,0.168263218786695
"1058",12948,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW14","C",97,5,2.5,1.2,143,66,"Average","owner-occupied",51.451405,-0.417753,33,23,6,"feltham","Affinity Water",50600,"Hounslow","rail",0,1,0,0.5039554,386000,446140.161746357,0.155803527840302
"1059",2473,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","E",66,3,4.3,2.7,336,214,"Average","owner-occupied",51.571969,-0.027477,83,11,3,"lea bridge","Thames Water",54700,"Waltham Forest","rail",0,1,0,0.6767046,406000,385079.218314432,-0.0515290189299713
"1060",5771,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE14","E",95,5,6.1,1.3,366,75,"Good","owner-occupied",51.479224,-0.046574,156,3,2,"new cross gate","Thames Water",49700,"Lewisham","light_rail",0,1,1,0.5449678,660000,617671.996086759,-0.0641333392624861
"1061",3243,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","C",101.73,7,4.6,4.6,222,222,"Poor","owner-occupied",51.40576,-0.039972,50,30,4,"clock house","Thames Water",59500,"Bromley","rail",0,1,0,0.3877536,762000,541949.331112871,-0.288780405363687
"1062",4807,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W8","C",131,4,4,1.6,176,70,"Poor","owner-occupied",51.507823,-0.195926,76,34,1,"notting hill gate","Thames Water",70900,"Kensington and Chelsea","tube",3,0,0,0.2442102,2438000,2036992.72833619,-0.16448206384898
"1063",10554,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA7","E",99.68,5,6.9,4.4,413,261,"Good","owner-occupied",51.461265,0.132044,91,49,5,"bexleyheath","Thames Water",49900,"Bexley","rail",0,1,0,0.2622308,477000,426927.199986062,-0.104974423509304
"1064",11527,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW12","C",80,5,2.7,1.1,190,72,"Average","owner-occupied",51.426466,-0.385244,78,19,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,1.3571376,481000,422426.917176358,-0.121773560963912
"1065",9189,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W2","E",232,8,12,6.2,282,150,"Poor","rental (private)",51.517985,-0.193762,80,27,2,"royal oak","Thames Water",56500,"Westminster","tube",2,0,0,0.3436342,4525000,2264708.64612661,-0.499511901408484
"1066",4381,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN5","D",74,5,3.5,0.8,271,60,"Average","rental (private)",51.64437,-0.207634,85,86,5,"high barnet","Affinity Water",50100,"Barnet","tube",1,0,0,1.0103964,468000,368991.069789025,-0.211557543185844
"1067",6981,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","D",160.28,9,8.5,7,269,221,"Poor","owner-occupied",51.458792,-0.167861,117,17,2,"clapham junction","Thames Water",74000,"Wandsworth","light_rail",0,1,1,0.5791448,1621000,1472588.02244877,-0.0915558158860147
"1068",14593,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SM2","E",124,5,7.8,2.8,358,127,"Average","owner-occupied",51.352541,-0.181003,46,94,5,"carshalton beeches","SES Water",75400,"Sutton","rail",0,1,0,0.8569106,743000,796979.268286698,0.0726504283804822
"1069",1604,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","D",53.83,3,3,2,333,224,"Very Poor","owner-occupied",51.542401,-0.100991,112,37,2,"essex road","Thames Water",53300,"Islington","rail",0,1,0,0.2417246,6e+05,403613.825051662,-0.327310291580563
"1070",2269,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",104,6,4.3,1.5,236,78,"Average","owner-occupied",51.450419,0.092144,79,37,4,"falconwood","Thames Water",56500,"Bexley","rail",0,1,0,1.1893596,499000,549932.456310017,0.102069050721478
"1071",9896,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N7","E",87,3,5,2.2,339,150,"Very Poor","rental (private)",51.561782,-0.120671,112,36,2,"upper holloway","Thames Water",52700,"Islington","light_rail",0,0,1,0.4859348,599000,599828.58352983,0.00138327801307253
"1072",8624,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E3","E",97,3,6.7,5.3,411,324,"Very Poor","owner-occupied",51.522923,-0.022116,34,15,2,"devons road","Thames Water",51200,"Tower Hamlets","light_rail",0,0,1,0.2908152,570000,786551.070271194,0.379914158370516
"1073",12212,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA5","E",111,5,5.8,2.2,299,110,"Average","owner-occupied",51.447,0.135135,87,26,6,"bexley","Thames Water",54000,"Bexley","rail",0,1,0,0.8469682,433000,521854.059239625,0.205205679537241
"1074",15051,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW9","C",191,7,5,2.8,149,82,"Good","rental (private)",51.465069,-0.288161,112,11,3,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.1969838,1182000,1243224.64469162,0.0517974997391074
"1075",12682,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR2","C",68,3,3.1,2.6,262,221,"Average","owner-occupied",51.362811,-0.092858,75,62,5,"south croydon","Thames Water",61500,"Croydon","rail",0,1,0,0.0975598,306000,354343.108137784,0.15798401352217
"1076",12962,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR7","D",86,5,3.5,1.9,231,120,"Average","owner-occupied",51.422594,0.070436,73,74,4,"new eltham","Thames Water",55000,"Bromley","rail",0,1,0,1.5559856,489000,493968.738378786,0.0101610191795221
"1077",6515,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"TW1","E",288,10,13,9.7,254,189,"Good","owner-occupied",51.455475,-0.328741,45,12,5,"twickenham","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.4262804,1949000,2132056.70896378,0.093923401212815
"1078",1626,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",76,3,2.9,2.7,225,213,"Good","owner-occupied",51.36956,-0.084848,13,81,3,"lloyd park","Thames Water",58200,"Croydon","light_rail",0,0,1,0.4486508,398000,490960.307240113,0.233568611156063
"1079",13603,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","D",50,2,3.7,1.6,431,192,"Very Poor","rental (private)",51.428439,-0.343574,32,12,6,"teddington","Thames Water",62200,"Richmond upon Thames","rail",0,1,0,0.5723094,281000,264639.736732879,-0.0582215774630626
"1080",13462,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",97,5,4.7,1.7,272,95,"Average","owner-occupied",51.37022,-0.036706,60,93,3,"addington village","Thames Water",52300,"Croydon","light_rail",0,0,1,1.715064,536000,520098.292210271,-0.0296673652793451
"1081",6363,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW13","D",65,3,3,1,263,88,"Average","owner-occupied",51.449572,-0.401281,68,21,6,"feltham","Affinity Water",48800,"Hounslow","rail",0,1,0,0.5319184,364000,325854.614715596,-0.104795014517593
"1082",11973,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","C",127,4,3.7,2.1,167,92,"Good","owner-occupied",51.441394,-0.195922,103,12,3,"earlsfield","Thames Water",75000,"Wandsworth","rail",0,1,0,0.5101694,1204000,1087382.11925559,-0.0968587049372164
"1083",3402,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA14","E",86.64,5,6.8,3.4,432,213,"Average","owner-occupied",51.424564,0.092145,127,70,5,"sidcup","Thames Water",48100,"Bexley","rail",0,1,0,1.252121,403000,374939.602121089,-0.0696287788558591
"1084",7187,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N12","D",119,4,4.1,2.7,197,124,"Good","owner-occupied",51.614752,-0.161902,167,70,4,"new southgate","Affinity Water",54300,"Barnet","rail",0,1,0,1.0060466,689000,649359.274515037,-0.0575337089767236
"1085",11414,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR4","C",47,3,1.7,1.2,203,149,"Very Poor","rental (private)",51.412596,-0.171315,170,18,3,"colliers wood","Thames Water",52500,"Merton","tube",1,0,0,0.817141,275000,356405.165407549,0.296018783300178
"1086",6603,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA2","D",67,3,2.6,1.5,224,131,"Average","owner-occupied",51.593732,-0.351009,91,55,5,"harrow and wealdstone","Affinity Water",63700,"Harrow","tube",2,1,1,0.8152768,306000,392961.812936929,0.284188931166434
"1087",8123,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE28","C",69,5,2.2,0.7,180,55,"Average","owner-occupied",51.499816,0.092175,77,2,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,0.9109724,342000,377844.270010379,0.104807807047893
"1088",14492,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","D",62,3,2,1.9,190,181,"Average","rental (private)",51.429154,-0.190621,180,14,3,"haydons road","Thames Water",75000,"Merton","rail",0,1,0,0.2131402,393000,492472.300358015,0.253110179028029
"1089",4827,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT9","D",83,4,3,1.2,206,80,"Very Poor","rental (private)",51.358712,-0.297213,129,46,6,"chessington south","Thames Water",59700,"Kingston upon Thames","rail",0,1,0,0.581009,293000,444786.765346186,0.518043567734423
"1090",11591,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW17","F",100.51,5,8.3,7.3,602,530,"Average","rental (private)",51.440094,-0.168375,70,36,3,"tooting bec","Thames Water",73500,"Wandsworth","tube",1,0,0,0.5518032,7e+05,966711.569819617,0.381016528313738
"1091",8401,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW13","C",98,6,2.6,1.2,149,66,"Good","owner-occupied",51.440932,-0.416633,83,16,6,"feltham","Affinity Water",53700,"Hounslow","rail",0,1,0,0.6965894,307000,501955.502984589,0.635034211676187
"1092",7581,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"EN1","E",116,6,6.1,3.5,296,168,"Good","owner-occupied",51.643793,-0.072433,17,25,5,"bush hill park","Thames Water",49900,"Enfield","light_rail",0,0,1,0.1944982,655000,516747.932364491,-0.211071858985509
"1093",15707,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM8","D",86,4,3.7,1.3,245,83,"Average","owner-occupied",51.556268,0.125462,75,11,5,"chadwell heath","Essex & Suffolk Water",40800,"Barking and Dagenham","rail",0,1,0,1.0831002,325000,357651.211641996,0.100465266590757
"1094",2366,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","C",99.98,4,3.6,3.5,171,163,"Average","owner-occupied",51.470505,-0.152788,134,4,2,"queenstown road","Thames Water",58900,"Wandsworth","rail",0,1,0,0.6145646,1033000,822340.925586858,-0.20392940407855
"1095",1812,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",169,6,8.1,4.9,274,162,"Average","owner-occupied",51.394193,0.009571,46,61,5,"bromley south","Thames Water",63100,"Bromley","rail",0,1,0,0.6735976,1105000,937365.156879302,-0.151705740380723
"1096",7814,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","C",45,2,1,1,120,120,"Good","owner-occupied",51.524553,-0.01429,54,9,2,"bromley-by-bow","Thames Water",48300,"Tower Hamlets","tube",2,0,0,0.2305394,338000,311605.123989545,-0.078091349143358
"1097",2876,NA,NA,"F","N","L",NA,NA,NA,"HIGHGATE",NA,NA,"N6","C",103,4,3.3,3.2,182,176,"Good","owner-occupied",51.577806,-0.14668,88,110,3,"highgate","Thames Water",71300,"Camden","tube",1,0,0,0.1112306,1279000,814562.189946979,-0.36312573108133
"1098",6414,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","C",121,6,2.9,1.2,133,56,"Average","owner-occupied",51.3876,-0.094228,151,54,4,"selhurst","Thames Water",46000,"Croydon","rail",0,1,0,0.5518032,414000,533180.888388081,0.287876542000196
"1099",1346,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE18","C",51,3,2.1,2,108,101,"Good","rental (private)",51.495871,0.073265,85,6,4,"woolwich arsenal","Thames Water",52000,"Greenwich","light_rail",0,1,1,0.7077746,572000,276502.347948396,-0.516604286803503
"1100",1030,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","C",39,2,1.9,1.9,286,286,"Average","owner-occupied",51.431281,-0.151738,70,33,3,"tooting bec","Thames Water",69000,"Wandsworth","tube",1,0,0,0.664898,328000,327184.341192936,-0.00248676465568257
"1101",543,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"EN5","D",172,7,8.7,4.8,286,157,"Good","owner-occupied",51.652195,-0.223718,18,131,5,"high barnet","Affinity Water",58000,"Barnet","tube",1,0,0,1.4578044,845000,854988.116453841,0.0118202561583918
"1102",3734,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W7","D",92,5,4.5,1.3,278,76,"Good","owner-occupied",51.50851,-0.336853,54,25,4,"hanwell","Thames Water",54100,"Ealing","rail",0,1,0,0.5045768,625000,500712.295578259,-0.198860327074786
"1103",4560,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E15","E",61,4,4.5,1.5,424,134,"Average","owner-occupied",51.543248,0.012699,102,12,3,"maryland","Thames Water",50200,"Newham","rail",0,1,0,0.531297,443000,352963.378798135,-0.20324293725026
"1104",2912,NA,NA,"S","N","F",NA,NA,NA,"COLLIER ROW",NA,NA,"RM5","D",82.9,4,4.1,2.5,260,158,"Good","owner-occupied",51.610239,0.164175,94,37,6,"romford","Essex & Suffolk Water",42400,"Havering","light_rail",0,1,1,2.8416622,353000,328598.097985765,-0.0691272011734694
"1105",3668,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM13","D",69.64,4,4.6,4.5,392,388,"Poor","owner-occupied",51.518651,0.19728,120,6,6,"rainham","Essex & Suffolk Water",45800,"Havering","rail",0,2,0,0.4853134,271000,293588.372956504,0.0833519297287955
"1106",5036,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM1","C",46.543,2,1.7,1.6,194,179,"Average","owner-occupied",51.36299,-0.200785,95,51,5,"west sutton","SES Water",53300,"Sutton","rail",0,1,0,0.4840706,225000,231869.370540549,0.0305305357357719
"1107",1737,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",80,3,4.1,2.2,290,160,"Average","owner-occupied",51.440211,-0.039922,104,30,3,"forest hill","Thames Water",58000,"Lewisham","light_rail",0,1,1,0.9451494,461000,510665.473863911,0.107734216624537
"1108",11510,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW14","D",183,9,6.3,3,196,93,"Good","owner-occupied",51.464644,-0.260493,97,11,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.5598814,1248000,1367369.34859741,0.0956485165043319
"1109",5621,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE13","D",141,5,4.6,2.4,183,94,"Average","owner-occupied",51.458307,-0.007018,63,24,3,"hither green","Thames Water",53500,"Lewisham","rail",0,1,0,0.5785234,739000,888268.639079943,0.20198733299045
"1110",14184,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1P","D",73,3,4,2.8,315,219,"Very Poor","owner-occupied",51.493265,-0.128359,46,11,1,"pimlico","Thames Water",53000,"Westminster","tube",1,0,0,0.3734614,687000,770626.894446839,0.121727648394234
"1111",4278,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR2","D",68,4,3.4,1.5,284,123,"Average","rental (private)",51.358038,-0.092941,68,65,5,"south croydon","Thames Water",61500,"Croydon","rail",0,1,0,0.46605,339000,377269.179725495,0.112888435768423
"1112",3795,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR7","F",83,4,8.6,2.5,583,169,"Average","owner-occupied",51.4187,0.056655,46,90,4,"elmstead woods","Thames Water",72000,"Bromley","rail",0,1,0,0.8308118,523000,579724.388656739,0.108459634142905
"1113",6273,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG8","E",114,6,5.9,1.9,292,95,"Average","owner-occupied",51.60032,0.03792,131,13,4,"woodford","Thames Water",54400,"Redbridge","tube",1,0,0,0.8587748,523000,566372.116080034,0.0829294762524552
"1114",10689,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW2","D",238.85,10,12,10,223,193,"Good","owner-occupied",51.562758,-0.200774,29,69,3,"cricklewood","Thames Water",50100,"Camden","rail",0,1,0,0.5953012,1847000,1603484.79913068,-0.131843638803098
"1115",12757,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW9","D",52,3,2.8,2.3,282,232,"Average","owner-occupied",51.471382,-0.122487,97,10,2,"stockwell","Thames Water",54900,"Lambeth","tube",2,0,0,0.2162472,411000,430309.045143864,0.0469806451188904
"1116",4027,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","C",130,6,3.5,1.8,152,79,"Average","owner-occupied",51.395007,-0.218058,93,24,4,"morden south","SES Water",60600,"Merton","rail",0,1,0,1.0731578,539000,708931.523801695,0.315271843787932
"1117",6378,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","C",47.7,2,1.9,1.9,242,233,"Good","rental (private)",51.467076,-0.137839,26,20,2,"clapham high street","Thames Water",64600,"Lambeth","light_rail",0,0,1,0.4467866,349000,382136.485791281,0.0949469506913495
"1118",4305,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"W2","E",261,9,11,6.7,246,144,"Very Poor","owner-occupied",51.519156,-0.190837,63,29,2,"royal oak","Thames Water",56500,"Westminster","tube",2,0,0,0.1454076,4368000,2727981.51988032,-0.375462106254506
"1119",1456,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE23","C",168,7,3.1,1.9,106,63,"Good","owner-occupied",51.432907,-0.043083,164,42,3,"sydenham","Thames Water",53000,"Lewisham","light_rail",0,1,1,0.879281,1285000,938349.764021434,-0.269766720605888
"1120",11049,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG8","D",86,4,3.8,1.2,231,68,"Good","owner-occupied",51.5934,0.04545,36,20,4,"south woodford","Thames Water",54400,"Redbridge","tube",1,0,0,0.9923758,545000,488713.226596034,-0.103278483310029
"1121",14505,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN3","D",68,4,3.5,1.3,294,105,"Average","owner-occupied",51.662387,-0.042986,104,20,5,"brimsdown","Thames Water",44300,"Enfield","rail",0,1,0,0.8444826,411000,310421.209161675,-0.244717252647992
"1122",5232,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE5","C",73,5,2.5,1.4,194,109,"Poor","rental (private)",51.473022,-0.085403,136,12,2,"denmark hill","Thames Water",56300,"Southwark","light_rail",0,1,1,0.5431036,584000,681577.881481399,0.167085413495546
"1123",1301,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW12","D",105,4,3.5,2.9,189,156,"Average","rental (private)",51.444381,-0.144201,56,27,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.4467866,553000,683776.53421471,0.236485595324972
"1124",14485,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG11","D",145,7,6.5,2.4,256,94,"Average","owner-occupied",51.532229,0.087446,62,4,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.7158528,360000,623020.568316287,0.730612689767464
